Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,2
32,2
33,3
34,3
35,5
36,6
37,6
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,7
52,7
53,7
54,7
55,7
56,7
57,6
58,6
59,6
60,3
61,2
62,2
63,1
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,1
159,1
160,1
161,1
162,1
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,3
174,3
175,3
176,5
177,5
178,6
179,7
180,7
181,8
182,8
183,8
184,8
185,8
186,8
187,10
188,10
189,10
190,10
191,16
192,18
193,18
194,18
195,25
196,38
197,42
198,43
199,43
200,44
201,44
202,47
203,48
204,49
205,50
206,50
207,53
208,54
209,54
210,95
211,2234
212,3005
213,3150
214,3210
215,3402
216,5483
217,7748
218,8418
219,8530
220,8655
221,9159
222,9290
223,9573
224,10085
225,11003
226,11999
227,14210
228,15443
229,17357
230,17453
231,17585
232,17885
233,17985
234,22219
235,22578
236,22702
237,22952
238,23024
239,23115
240,23187
241,23650
242,24013
243,26138
244,26553
245,28342
246,28432
247,30037
248,30536
249,30738
250,31662
251,31914
252,32410
253,35045
254,35242
255,37139
256,37316
257,38812
258,39380
259,39757
260,41876
261,42025
262,43058
263,43258
264,43354
265,46087
