Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,2
36,2
37,2
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,4
60,2
61,2
62,2
63,1
64,1
65,1
66,1
67,1
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,4
185,4
186,4
187,5
188,5
189,6
190,6
191,7
192,7
193,7
194,7
195,8
196,11
197,14
198,15
199,16
200,17
201,17
202,17
203,18
204,18
205,18
206,18
207,19
208,19
209,19
210,48
211,2417
212,3273
213,3493
214,3583
215,3768
216,5735
217,8009
218,8667
219,8737
220,8874
221,9517
222,9659
223,9987
224,10503
225,11532
226,12668
227,14706
228,16100
229,18742
230,18920
231,19032
232,19267
233,19400
234,25871
235,26275
236,26404
237,26627
238,26730
239,26832
240,26949
241,27596
242,28011
243,30125
244,30592
245,32869
246,33039
247,35159
248,35763
249,36427
250,37900
251,38134
252,38614
253,41902
254,42128
255,44674
256,45011
257,46784
258,47393
259,48034
260,50422
261,50561
262,51823
263,52098
264,52282
265,55984
