Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,3
23,4
24,5
25,5
26,9
27,9
28,10
29,10
30,10
31,10
32,11
33,15
34,17
35,19
36,19
37,20
38,22
39,22
40,22
41,22
42,22
43,22
44,22
45,22
46,22
47,22
48,22
49,22
50,22
51,22
52,22
53,22
54,22
55,19
56,19
57,19
58,18
59,18
60,15
61,14
62,6
63,6
64,6
65,5
66,5
67,5
68,4
69,3
70,3
71,4
72,4
73,4
74,4
75,4
76,4
77,4
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,4
89,4
90,3
91,3
92,3
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,3
120,4
121,4
122,5
123,5
124,5
125,7
126,7
127,8
128,8
129,8
130,8
131,8
132,8
133,8
134,9
135,9
136,9
137,9
138,11
139,11
140,11
141,11
142,11
143,11
144,22
145,22
146,22
147,22
148,22
149,26
150,26
151,27
152,28
153,28
154,28
155,28
156,28
157,29
158,29
159,29
160,30
161,32
162,33
163,33
164,33
165,33
166,33
167,100
168,106
169,110
170,111
171,115
172,116
173,118
174,118
175,130
176,136
177,139
178,146
179,147
180,152
181,177
182,187
183,202
184,209
185,235
186,266
187,281
188,289
189,298
190,313
191,360
192,363
193,366
194,368
195,375
196,443
197,464
198,496
199,500
200,526
201,561
202,564
203,568
204,571
205,582
206,586
207,587
208,593
209,601
210,677
211,2881
212,3442
213,3569
214,3683
215,3978
216,6111
217,8490
218,9163
219,9278
220,9439
221,10091
222,10266
223,10605
224,11053
225,11979
226,13005
227,14437
228,17921
229,19686
230,20154
231,20274
232,20506
233,20673
234,23721
235,24002
236,24103
237,24264
238,24334
239,24447
240,24514
241,25468
242,25813
243,27391
244,27705
245,29100
246,29192
247,30346
248,31187
249,31252
250,32047
251,32197
252,32481
253,34938
254,35231
255,36550
256,36840
257,37964
258,38444
259,38853
260,40073
261,40115
262,40764
263,40893
264,41057
265,43065
