Position,Coverage
1,30
2,30
3,30
4,31
5,31
6,31
7,31
8,31
9,31
10,32
11,32
12,32
13,32
14,32
15,32
16,33
17,33
18,33
19,33
20,33
21,33
22,33
23,36
24,37
25,37
26,36
27,35
28,35
29,34
30,35
31,36
32,36
33,36
34,40
35,42
36,43
37,46
38,46
39,48
40,48
41,48
42,48
43,48
44,48
45,48
46,48
47,48
48,48
49,48
50,48
51,48
52,48
53,45
54,43
55,40
56,40
57,40
58,38
59,35
60,33
61,28
62,26
63,26
64,25
65,23
66,23
67,22
68,22
69,21
70,20
71,20
72,20
73,19
74,19
75,19
76,19
77,19
78,19
79,18
80,18
81,16
82,14
83,14
84,14
85,14
86,14
87,12
88,12
89,12
90,12
91,12
92,12
93,9
94,9
95,8
96,5
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,4
105,4
106,3
107,3
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,2
118,2
119,1
120,1
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,1
161,1
162,1
163,1
164,1
165,2
166,2
167,2
168,2
169,2
170,2
171,2
172,2
173,2
174,6
175,6
176,6
177,6
178,6
179,6
180,6
181,6
182,6
183,6
184,6
185,6
186,6
187,6
188,8
189,8
190,8
191,9
192,9
193,9
194,9
195,10
196,13
197,13
198,16
199,17
200,18
201,23
202,24
203,24
204,24
205,24
206,24
207,24
208,24
209,26
210,66
211,1911
212,2558
213,2696
214,2761
215,2871
216,4059
217,5581
218,6059
219,6110
220,6199
221,6559
222,6660
223,6885
224,7256
225,7900
226,8626
227,9896
228,10714
229,12296
230,12386
231,12459
232,12605
233,12694
234,15827
235,16176
236,16259
237,16413
238,16473
239,16539
240,16612
241,16966
242,17182
243,18433
244,18716
245,20033
246,20110
247,21163
248,21526
249,21597
250,22267
251,22376
252,22599
253,24124
254,24281
255,25407
256,25603
257,26635
258,26919
259,27289
260,28506
261,28583
262,29110
263,29215
264,29292
265,30948
266,31018
267,32564
268,32685
269,32767
270,32832
271,32952
272,33229
273,34450
274,34474
275,34729
276,34748
277,35432
278,35957
279,36104
280,36263
281,36348
282,36370
283,36994
284,37471
285,37570
286,37742
287,37827
288,38252
289,38429
290,38599
291,39179
292,39404
293,39513
294,39621
295,39811
296,40098
297,40145
298,40236
299,40435
300,40720
301,40886
302,40967
303,41636
304,41965
305,42413
306,42483
307,42527
308,42566
309,42510
310,44741
311,44904
312,45065
313,44893
314,44913
315,47671
316,47891
317,47994
318,48294
319,48133
320,49172
321,49380
322,49584
323,49390
324,49151
325,49236
326,49736
327,51153
328,53935
329,54408
330,54316
331,54925
332,54990
333,55120
334,55348
335,55088
336,56040
337,55729
338,57054
339,59104
340,59304
341,59271
342,59617
343,59463
344,60329
345,60160
346,60278
347,60286
348,59797
349,59962
350,60221
351,61467
352,62014
353,62093
354,62386
355,62635
356,63201
357,63760
358,64309
359,65154
360,65199
361,65674
362,66534
363,67187
364,68306
365,69457
366,69726
367,70061
368,70110
369,70130
370,70295
371,70264
372,70677
373,70669
374,70741
375,70936
376,70923
377,71077
378,71085
379,71279
380,71263
381,71387
382,71376
383,71472
384,71621
385,71850
386,71940
387,72122
388,72905
389,73056
390,73122
391,73283
392,73548
393,73617
394,73627
395,73755
396,74121
397,74416
398,74251
399,74821
400,74975
401,75181
402,75191
403,75231
404,75778
405,75659
406,77744
407,77733
408,77895
409,77951
410,78352
411,79111
412,79250
413,79061
414,79229
415,79677
416,80029
417,80107
418,80112
419,79954
420,80078
421,80144
422,81313
423,81584
424,84157
425,83904
426,87594
427,88006
428,91978
429,93016
430,95439
431,95547
432,94809
433,94080
434,93631
435,93668
436,93752
437,93999
438,92790
439,93111
440,93305
441,94335
442,95249
443,95320
444,94649
445,94670
446,94257
447,94375
448,94329
449,96136
450,96142
451,96886
452,97090
453,97325
454,97856
