Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,3
160,3
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,3
170,3
171,3
172,3
173,3
174,3
175,5
176,5
177,6
178,6
179,6
180,6
181,7
182,7
183,7
184,7
185,7
186,7
187,7
188,7
189,7
190,7
191,7
192,8
193,8
194,8
195,9
196,23
197,24
198,24
199,24
200,25
201,25
202,27
203,28
204,29
205,29
206,29
207,29
208,32
209,33
210,76
211,2514
212,3313
213,3446
214,3511
215,3676
216,5471
217,7654
218,8169
219,8232
220,8371
221,8963
222,9046
223,9295
224,9810
225,10646
226,11667
227,13527
228,14669
229,16676
230,16782
231,16856
232,17036
233,17156
234,21888
235,22282
236,22400
237,22545
238,22620
239,22728
240,22816
241,23299
242,23641
243,25773
244,30341
245,34751
246,34970
247,37050
248,37629
249,37772
250,38848
251,39063
252,39399
253,41846
254,42024
255,43904
256,44110
257,45616
258,46059
259,46511
260,48290
261,48398
262,49284
263,49454
264,49581
265,52494
