Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,2
31,3
32,4
33,4
34,5
35,6
36,6
37,6
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,7
52,7
53,7
54,7
55,7
56,6
57,5
58,5
59,4
60,3
61,2
62,1
63,1
64,1
65,1
66,1
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,2
145,2
146,4
147,4
148,4
149,4
150,4
151,5
152,5
153,5
154,5
155,5
156,5
157,5
158,7
159,7
160,7
161,7
162,7
163,7
164,7
165,7
166,7
167,7
168,7
169,7
170,7
171,7
172,7
173,7
174,7
175,8
176,8
177,8
178,8
179,8
180,8
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,9
191,12
192,12
193,12
194,12
195,16
196,31
197,34
198,36
199,39
200,41
201,43
202,44
203,44
204,44
205,45
206,47
207,48
208,50
209,51
210,92
211,2794
212,3570
213,3734
214,3825
215,4015
216,6017
217,8166
218,8755
219,8829
220,8960
221,9601
222,9709
223,9976
224,10481
225,11454
226,12622
227,14827
228,16137
229,18979
230,19139
231,19242
232,19473
233,19612
234,26001
235,26536
236,26693
237,26908
238,26987
239,27106
240,27202
241,27767
242,28109
243,30423
244,30788
245,33156
246,33308
247,35607
248,36197
249,36376
250,37713
251,37967
252,38375
253,41736
254,42001
255,44342
256,44599
257,46425
258,47008
259,47574
260,49937
261,50045
262,51299
263,51594
264,51814
265,55839
