Position,Coverage
1,0
2,0
3,0
4,1
5,1
6,1
7,1
8,2
9,2
10,2
11,2
12,2
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,4
23,4
24,4
25,5
26,5
27,6
28,6
29,7
30,8
31,8
32,9
33,9
34,9
35,10
36,10
37,12
38,15
39,16
40,17
41,17
42,18
43,18
44,18
45,18
46,18
47,19
48,19
49,19
50,19
51,19
52,19
53,19
54,19
55,19
56,19
57,19
58,19
59,13
60,11
61,8
62,8
63,8
64,6
65,4
66,3
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,1
103,1
104,1
105,1
106,1
107,1
108,2
109,2
110,2
111,2
112,3
113,3
114,3
115,3
116,3
117,3
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,3
132,3
133,3
134,3
135,3
136,3
137,3
138,3
139,3
140,3
141,3
142,3
143,3
144,3
145,3
146,3
147,3
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,4
159,4
160,4
161,4
162,4
163,3
164,3
165,3
166,3
167,4
168,4
169,4
170,4
171,4
172,4
173,4
174,4
175,6
176,6
177,6
178,6
179,6
180,7
181,7
182,7
183,8
184,8
185,8
186,14
187,14
188,15
189,15
190,15
191,16
192,16
193,16
194,16
195,20
196,25
197,27
198,28
199,29
200,31
201,31
202,31
203,31
204,34
205,34
206,34
207,36
208,36
209,38
210,79
211,1864
212,2491
213,2621
214,2673
215,2828
216,4570
217,6330
218,6729
219,6789
220,6884
221,7249
222,7334
223,7522
224,7942
225,8740
226,9493
227,11157
228,12207
229,13923
230,14068
231,14198
232,14357
233,14453
234,18213
235,18491
236,18593
237,18774
238,18821
239,18898
240,18946
241,19264
242,19507
243,21132
244,21515
245,22939
246,23026
247,24316
248,24668
249,24805
250,25440
251,25619
252,25957
253,28093
254,28223
255,29693
256,29828
257,31048
258,31604
259,31959
260,33798
261,33906
262,34646
263,34823
264,34878
265,36830
