Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,1
25,2
26,2
27,2
28,3
29,3
30,4
31,5
32,6
33,7
34,9
35,9
36,9
37,9
38,11
39,11
40,11
41,11
42,11
43,11
44,11
45,11
46,11
47,11
48,11
49,11
50,11
51,11
52,11
53,10
54,10
55,10
56,10
57,10
58,10
59,8
60,7
61,3
62,2
63,2
64,1
65,1
66,1
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,2
154,2
155,3
156,3
157,3
158,3
159,3
160,3
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,4
170,4
171,4
172,4
173,4
174,4
175,4
176,5
177,5
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,5
186,5
187,5
188,6
189,6
190,6
191,9
192,9
193,9
194,9
195,10
196,23
197,24
198,24
199,24
200,24
201,24
202,26
203,27
204,27
205,27
206,28
207,28
208,28
209,30
210,59
211,2316
212,3035
213,3181
214,3227
215,3350
216,4870
217,6523
218,7043
219,7098
220,7209
221,7748
222,7838
223,8065
224,8525
225,9222
226,10057
227,11558
228,12623
229,14660
230,14755
231,14863
232,15069
233,15204
234,19550
235,19869
236,20000
237,20145
238,20231
239,20321
240,20396
241,20741
242,21007
243,22502
244,22831
245,24602
246,24689
247,26284
248,26769
249,26890
250,27839
251,27963
252,28214
253,29998
254,30117
255,31742
256,31899
257,33197
258,33532
259,33885
260,35399
261,35482
262,36240
263,36394
264,36446
265,38798
