Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,1
185,3
186,4
187,4
188,4
189,4
190,5
191,6
192,6
193,6
194,6
195,8
196,22
197,26
198,28
199,28
200,28
201,28
202,28
203,29
204,30
205,30
206,31
207,31
208,33
209,33
210,69
211,2373
212,3122
213,3305
214,3396
215,3589
216,5340
217,7521
218,8121
219,8214
220,8353
221,8861
222,8982
223,9212
224,9735
225,10655
226,11618
227,13480
228,14620
229,16688
230,16833
231,16932
232,17178
233,17283
234,22050
235,22402
236,22508
237,22682
238,22754
239,22845
240,22916
241,23385
242,23669
243,25406
244,25772
245,27715
246,27846
247,29531
248,30016
249,30108
250,31080
251,31268
252,31553
253,33985
254,34190
255,36018
256,36225
257,37692
258,38088
259,38485
260,40442
261,40530
262,41371
263,41525
264,41602
265,44326
