Position,Coverage
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,2
32,3
33,3
34,4
35,4
36,4
37,4
38,5
39,6
40,6
41,7
42,7
43,7
44,8
45,9
46,9
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,8
58,8
59,9
60,9
61,9
62,7
63,6
64,6
65,5
66,5
67,4
68,4
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,1
89,1
90,1
91,1
92,1
93,1
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,1
144,1
145,1
146,1
147,1
148,2
149,2
150,2
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,3
161,3
162,3
163,4
164,4
165,6
166,6
167,6
168,6
169,6
170,6
171,7
172,7
173,7
174,7
175,7
176,8
177,8
178,8
179,8
180,8
181,10
182,10
183,10
184,10
185,10
186,10
187,10
188,10
189,10
190,10
191,11
192,11
193,11
194,11
195,13
196,20
197,21
198,22
199,24
200,26
201,26
202,27
203,27
204,27
205,27
206,27
207,27
208,30
209,31
210,54
211,2243
212,2993
213,3192
214,3234
215,3370
216,4868
217,6657
218,7260
219,7307
220,7433
221,7925
222,8071
223,8292
224,8804
225,9714
226,10652
227,12167
228,13229
229,15303
230,15387
231,15501
232,15665
233,15777
234,20109
235,20580
236,20755
237,20958
238,21038
239,21117
240,21194
241,21654
242,22000
243,23923
244,27376
245,31165
246,31320
247,33208
248,33752
249,33904
250,34860
251,35025
252,35354
253,37420
254,37595
255,39410
256,39592
257,40905
258,41361
259,41799
260,43502
261,43612
262,44498
263,44676
264,44740
265,48431
266,48564
267,50812
268,51012
269,51147
270,51258
271,51399
272,51847
273,55327
274,55356
275,55844
276,55863
277,56949
278,57752
279,57962
280,58252
281,58372
282,58311
283,59246
284,59959
285,60200
286,60443
287,60521
288,61239
289,61568
290,61852
291,62672
292,62939
293,63150
294,63334
295,63623
296,63984
297,64070
298,64208
299,64545
300,64979
301,65213
302,65314
303,66225
304,66684
305,67344
306,67512
307,67535
308,67538
309,67438
310,71081
311,71394
312,71766
313,71469
314,71535
315,76013
316,76574
317,76814
318,77284
319,76816
320,78292
321,78630
322,79141
323,78897
324,78548
325,78691
326,79497
327,81539
328,85361
329,86249
330,86229
331,87471
332,87681
333,88040
334,88358
335,87918
336,89540
337,89049
338,91201
339,93736
340,94022
341,94040
342,94487
343,94229
344,95685
345,95418
346,95682
347,95652
348,94799
349,95067
350,95429
351,97275
352,98132
353,98281
354,98715
355,99072
356,99993
357,100893
358,101796
359,103296
360,103009
361,103546
362,104699
363,105872
364,107999
365,110901
366,111492
367,112379
368,112285
369,112268
370,112569
371,112502
372,113124
373,112787
374,112232
375,112459
376,112239
377,112424
378,112564
379,112897
380,112919
381,113114
382,113069
383,113275
384,113439
385,113786
386,113891
387,114141
388,114906
389,115030
390,115272
391,115500
392,115865
393,116054
394,116163
395,116344
396,116859
397,117146
398,116999
399,117790
400,117890
401,118205
402,118323
403,118448
404,119212
405,118889
406,122024
407,121921
408,121928
409,121976
410,122367
411,123343
412,123559
413,123155
414,123299
415,123499
416,123788
417,123963
418,124036
419,123723
420,123704
421,123710
422,125972
423,126463
424,130667
425,130146
426,135875
427,136414
428,142670
429,144026
430,148280
431,148571
432,146571
433,145213
434,144392
435,143967
436,144054
437,144278
438,141515
439,141250
440,141238
441,142882
442,144385
443,144513
444,143219
445,143193
446,142553
447,142759
448,142576
449,145530
450,145495
451,146568
452,146799
453,147162
454,147916
455,148346
456,149120
457,148940
458,146957
459,147238
460,148623
461,149381
462,148843
463,147884
464,148018
465,147726
466,148079
467,149371
468,149137
469,149556
470,149186
471,148006
472,147981
473,147227
474,148287
475,148186
476,148709
477,151072
478,149945
479,150014
480,150519
481,150847
482,150980
483,150839
484,151591
485,151842
486,151176
487,150637
488,151301
489,151689
490,152476
491,152654
492,152769
493,150218
494,149876
495,150000
496,149582
497,149727
498,149186
499,152738
500,152737
501,153057
502,152697
503,153156
504,152936
505,153894
506,154032
507,153626
508,151136
509,151923
510,153039
511,153026
512,153426
513,153670
514,153469
515,153956
516,153806
517,154013
518,153524
519,152915
520,154445
521,154163
522,154020
523,154109
