Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,3
27,3
28,4
29,4
30,5
31,5
32,5
33,6
34,6
35,6
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,7
52,7
53,7
54,6
55,5
56,5
57,4
58,4
59,3
60,2
61,2
62,2
63,1
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,1
143,1
144,1
145,1
146,1
147,3
148,3
149,3
150,3
151,4
152,4
153,4
154,4
155,5
156,5
157,5
158,5
159,5
160,5
161,5
162,5
163,5
164,5
165,5
166,5
167,5
168,5
169,5
170,5
171,7
172,7
173,7
174,7
175,7
176,7
177,7
178,8
179,8
180,8
181,8
182,8
183,8
184,8
185,8
186,9
187,9
188,9
189,9
190,9
191,13
192,13
193,13
194,13
195,13
196,29
197,33
198,38
199,44
200,45
201,50
202,50
203,50
204,53
205,55
206,59
207,62
208,62
209,65
210,93
211,2436
212,3308
213,3497
214,3580
215,3786
216,5638
217,7796
218,8427
219,8514
220,8657
221,9272
222,9383
223,9634
224,10187
225,11087
226,12081
227,13876
228,15068
229,17400
230,17546
231,17650
232,17866
233,17962
234,23385
235,23750
236,23860
237,24063
238,24137
239,24249
240,24332
241,24791
242,25089
243,26975
244,27355
245,29372
246,29488
247,31321
248,31884
249,32236
250,33477
251,33679
252,34045
253,36813
254,37040
255,39386
256,39623
257,41261
258,41767
259,42167
260,44121
261,44233
262,45117
263,45336
264,45449
265,48754
