Position,Coverage
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,4
20,5
21,5
22,5
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,11
31,14
32,15
33,16
34,17
35,17
36,17
37,17
38,19
39,20
40,20
41,20
42,20
43,20
44,20
45,20
46,20
47,20
48,20
49,20
50,20
51,20
52,19
53,19
54,19
55,19
56,19
57,18
58,17
59,16
60,13
61,9
62,6
63,6
64,4
65,4
66,4
67,4
68,4
69,4
70,4
71,4
72,4
73,4
74,4
75,4
76,4
77,4
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,3
97,3
98,3
99,3
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,4
133,4
134,4
135,4
136,4
137,4
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
146,4
147,4
148,4
149,5
150,5
151,5
152,5
153,5
154,5
155,5
156,5
157,5
158,5
159,5
160,5
161,5
162,5
163,5
164,6
165,6
166,6
167,6
168,6
169,6
170,6
171,6
172,6
173,6
174,6
175,7
176,7
177,7
178,7
179,7
180,8
181,8
182,8
183,8
184,8
185,8
186,8
187,8
188,8
189,8
190,8
191,7
192,7
193,7
194,7
195,8
196,21
197,21
198,23
199,23
200,23
201,24
202,25
203,25
204,25
205,27
206,27
207,29
208,29
209,31
210,64
211,1906
212,2557
213,2693
214,2737
215,2906
216,4382
217,6188
218,6671
219,6738
220,6834
221,7384
222,7445
223,7676
224,8109
225,8901
226,9741
227,11379
228,12377
229,14346
230,14436
231,14532
232,14724
233,14829
234,19447
235,19792
236,19925
237,20075
238,20152
239,20249
240,20333
241,20790
242,21077
243,22571
244,22852
245,24493
246,24601
247,26247
248,26836
249,28474
250,30522
251,30772
252,31151
253,33320
254,33499
255,35365
256,35557
