Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,3
26,5
27,6
28,8
29,8
30,10
31,12
32,15
33,21
34,23
35,26
36,26
37,27
38,29
39,30
40,30
41,30
42,30
43,30
44,30
45,30
46,30
47,30
48,30
49,30
50,30
51,30
52,30
53,29
54,28
55,28
56,27
57,27
58,23
59,20
60,15
61,4
62,3
63,3
64,2
65,2
66,2
67,2
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,1
177,2
178,2
179,2
180,2
181,4
182,4
183,4
184,5
185,5
186,5
187,5
188,6
189,6
190,7
191,7
192,7
193,7
194,8
195,9
196,21
197,25
198,25
199,25
200,25
201,25
202,25
203,25
204,25
205,25
206,25
207,26
208,27
209,29
210,72
211,2710
212,3526
213,3699
214,3767
215,3954
216,5874
217,8254
218,8890
219,8974
220,9117
221,9804
222,9947
223,10234
224,10805
225,11773
226,12959
227,14943
228,16144
229,18640
230,18820
231,18919
232,19142
233,19284
234,25166
235,25638
236,25772
237,26010
238,26087
239,26206
240,26318
241,26944
242,27267
243,29254
244,30322
245,32933
246,33102
247,35093
248,35648
249,35916
250,37187
251,37359
252,37675
253,40273
254,40476
255,42546
256,42785
257,44288
258,44840
259,45354
260,47419
261,47511
262,48541
263,48751
264,48858
265,52118
