Position,Coverage
1,5
2,5
3,5
4,5
5,5
6,5
7,5
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,7
49,7
50,7
51,7
52,7
53,7
54,7
55,7
56,7
57,7
58,7
59,7
60,7
61,7
62,7
63,7
64,7
65,7
66,7
67,7
68,7
69,7
70,7
71,17
72,19
73,19
74,21
75,21
76,21
77,21
78,21
79,21
80,21
81,21
82,21
83,21
84,21
85,21
86,21
87,22
88,22
89,22
90,22
91,22
92,22
93,22
94,22
95,22
96,22
97,22
98,22
99,22
100,22
101,22
102,22
103,24
104,24
105,24
106,24
107,24
108,24
109,25
110,25
111,25
112,25
113,25
114,25
115,25
116,25
117,25
118,25
119,25
120,25
121,27
122,27
123,27
124,27
125,27
126,27
127,27
128,27
129,27
130,27
131,27
132,27
133,27
134,27
135,27
136,27
137,27
138,29
139,30
140,30
141,30
142,29
143,29
144,30
145,38
146,38
147,38
148,38
149,38
150,38
151,38
152,37
153,37
154,37
155,37
156,37
157,37
158,37
159,37
160,37
161,37
162,37
163,38
164,39
165,39
166,39
167,39
168,41
169,42
170,42
171,42
172,42
173,42
174,44
175,44
176,44
177,49
178,49
179,49
180,49
181,52
182,52
183,53
184,53
185,53
186,53
187,54
188,54
189,56
190,56
191,57
192,57
193,57
194,56
195,57
196,57
197,58
198,79
199,81
200,84
201,85
202,86
203,87
204,89
205,89
206,90
207,92
208,93
209,94
210,99
211,104
212,158
213,2350
214,3083
215,3216
216,3285
217,3526
218,5313
219,7334
220,7946
221,8019
222,8155
223,8779
224,8901
225,9232
226,9797
227,10700
228,11660
229,13742
230,14933
231,17163
232,17340
233,17423
234,17643
235,17768
236,22828
237,23246
238,23348
239,23523
240,23612
241,23692
242,23751
243,24206
244,24545
245,26488
246,26853
247,28646
248,28747
249,30427
250,30884
251,30970
252,32108
253,32278
254,32604
255,35618
256,35782
257,37578
258,37781
259,39170
260,39638
261,40175
262,42020
263,42091
264,43004
265,43122
266,43255
267,45813
268,45843
269,48168
270,48352
271,48464
272,48542
273,48766
274,49143
275,50561
276,50643
277,50984
278,51040
279,51973
280,52690
281,52866
282,53132
283,53197
284,53295
285,54146
286,54662
287,54660
288,54833
289,54949
290,55569
291,55815
292,55996
293,56824
294,57117
295,57243
296,57403
297,57637
298,58007
299,58090
300,58237
301,58549
302,58949
303,59119
304,59167
305,59971
306,60417
307,60946
308,61027
309,61088
310,61054
311,60938
312,64034
313,64076
314,64105
315,63831
316,63889
317,67597
318,67783
319,67872
320,68316
321,68431
322,69803
323,69847
324,69895
325,69516
326,69434
327,69517
328,70137
329,71969
330,75134
331,75488
332,75326
333,75830
334,75782
335,75797
336,75987
337,75508
338,75945
339,75700
340,76992
341,78673
342,78836
343,78652
344,79011
345,78834
346,79943
347,79868
348,80159
349,80105
350,79915
351,80158
352,80422
353,81569
354,82053
355,82108
356,82508
357,82748
358,83286
359,83884
360,84530
361,85716
362,86074
363,87254
364,88292
365,88881
366,89813
367,90489
368,90957
369,91226
370,91306
371,91341
372,91433
373,91417
374,91846
375,92085
376,92403
377,92594
378,92879
379,93057
380,93205
381,93420
382,93346
383,93500
384,93549
385,93640
386,93677
387,93906
388,93923
389,94130
390,94576
391,94654
392,94713
393,94934
394,95243
395,95242
396,95262
397,95382
398,95921
399,96579
400,96457
401,97110
402,97333
403,97552
404,97525
405,97612
406,98355
407,98286
408,101286
409,101086
410,101598
411,101693
412,102166
413,103159
414,103343
415,103468
416,103989
417,104851
418,105581
419,105698
420,105715
421,105661
422,106047
423,106164
424,108072
425,108634
426,112097
427,111846
428,116737
429,116960
430,122136
431,123505
432,126288
433,126485
434,126496
435,126401
436,125985
437,127218
438,127675
439,128061
440,127738
441,128367
442,128633
443,129802
444,130870
445,130905
446,130708
447,130568
448,130054
449,130138
450,130268
451,132753
452,132945
453,134240
454,134470
455,134773
456,135377
457,136013
458,137028
459,136955
460,137002
461,137563
462,139070
463,139443
464,138610
465,138374
466,138700
467,138612
468,138847
469,140225
470,140355
471,144082
472,143581
473,142537
474,142305
475,141566
476,142552
477,142612
478,143614
479,145472
480,144490
481,144203
482,144607
483,144868
484,145022
485,145046
486,145492
487,145564
488,145503
489,144917
490,145499
491,145486
492,146054
493,146202
494,146221
495,144151
496,144543
497,144894
498,144390
499,144584
500,145060
501,148459
502,148292
503,148436
504,148088
505,148881
506,148857
507,149749
508,149936
509,149851
510,149357
511,150126
512,151269
513,151383
514,151636
515,152252
516,152416
517,152663
518,152393
519,152578
520,152771
521,153022
522,154128
523,153831
524,153537
525,153581
526,153618
527,153783
528,157454
529,158023
530,157841
531,159390
532,159413
533,159560
534,159742
535,159842
536,159842
537,159161
538,159567
539,159526
540,159253
541,159083
542,159311
543,159405
544,159134
545,158772
546,158467
547,158084
548,158415
549,158323
550,159649
551,159389
552,159438
553,159965
554,160347
555,162154
556,161820
