Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,1
11,1
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,5
25,5
26,5
27,6
28,6
29,6
30,6
31,6
32,7
33,9
34,10
35,10
36,10
37,10
38,10
39,10
40,9
41,8
42,8
43,8
44,8
45,8
46,8
47,8
48,8
49,8
50,8
51,8
52,8
53,8
54,7
55,7
56,6
57,6
58,6
59,6
60,1
61,1
62,1
63,1
64,1
65,1
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,4
162,6
163,6
164,6
165,6
166,6
167,7
168,7
169,8
170,8
171,8
172,8
173,8
174,8
175,9
176,9
177,9
178,9
179,9
180,9
181,12
182,12
183,12
184,12
185,12
186,12
187,12
188,12
189,12
190,13
191,13
192,13
193,13
194,13
195,15
196,20
197,21
198,22
199,22
200,24
201,24
202,24
203,25
204,25
205,25
206,25
207,27
208,27
209,28
210,51
211,1704
212,2196
213,2303
214,2355
215,2508
216,3667
217,4981
218,5373
219,5458
220,5555
221,5944
222,6094
223,6354
224,6756
225,7305
226,7949
227,9194
228,9964
229,11493
230,11660
231,11735
232,11898
233,12011
234,15101
235,15557
236,15634
237,15759
238,15891
239,15970
240,16028
241,16401
242,16596
243,17903
244,18904
245,20639
246,20808
247,22101
248,22425
249,22548
250,23258
251,23337
252,23550
253,25103
254,25308
255,26477
256,26665
257,27561
258,27985
259,28387
260,29589
261,29620
262,30141
263,30272
264,30312
265,32124
