Position,Coverage
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,1
147,1
148,1
149,2
150,2
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,3
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,3
170,3
171,4
172,5
173,5
174,5
175,6
176,6
177,6
178,6
179,6
180,6
181,7
182,7
183,7
184,7
185,7
186,9
187,9
188,9
189,9
190,9
191,12
192,13
193,13
194,13
195,16
196,28
197,29
198,29
199,29
200,29
201,29
202,29
203,30
204,30
205,30
206,30
207,32
208,32
209,33
210,63
211,2738
212,3588
213,3774
214,3822
215,3981
216,5893
217,8075
218,8717
219,8790
220,8907
221,9534
222,9647
223,9925
224,10571
225,11512
226,12582
227,14571
228,15821
229,18197
230,18327
231,18434
232,18624
233,18766
234,24070
235,24521
236,24658
237,24831
238,24914
239,25033
240,25115
241,25605
242,25959
243,28153
244,31305
245,35108
246,35293
247,37498
248,38169
249,38707
250,40002
251,40234
252,40631
253,43179
254,43345
255,45466
256,45656
257,47195
258,47660
259,48122
260,50259
261,50418
262,51434
263,51677
264,51777
265,54976
