Position,Coverage
1,201
2,197
3,197
4,195
5,198
6,193
7,288
8,290
9,413
10,411
11,418
12,420
13,420
14,419
15,448
16,459
17,461
18,462
19,482
20,483
21,483
22,484
23,486
24,548
25,557
26,623
27,623
28,623
29,623
30,627
31,641
32,904
33,935
34,1028
35,1030
36,1052
37,1052
38,1055
39,1055
40,1070
41,1073
42,1092
43,1094
44,1205
45,1239
46,1364
47,1396
48,1402
49,1480
50,1497
51,1641
52,2031
53,2033
54,2058
55,2053
56,2162
57,2164
58,2170
59,2180
60,2176
61,2228
62,2374
63,2393
64,2397
65,2400
66,2405
67,2415
68,2429
69,2434
70,2450
71,2447
72,2447
73,2449
74,2467
75,2516
76,2522
77,2522
78,2541
79,2540
80,2592
81,2612
82,2636
83,2637
84,2655
85,2657
86,2880
87,2885
88,2993
89,2995
90,3220
91,3255
92,3291
93,3351
94,3534
95,3531
96,3555
97,3572
98,3763
99,3764
100,3776
101,3777
102,3825
103,3932
104,3973
105,3978
106,3976
107,3974
108,4057
109,4106
110,4152
111,4155
112,4156
113,4218
114,4228
115,4362
116,4376
117,4393
118,4425
119,4431
120,4447
121,4459
122,4473
123,4479
124,4480
125,4593
126,4596
127,4597
128,4616
129,4623
130,4629
131,4632
132,4662
133,4791
134,4814
135,4848
136,4865
137,4895
138,4919
139,4929
140,4931
141,4939
142,4937
143,5107
144,5164
145,5191
146,5194
147,5198
148,5233
149,5251
150,5298
151,5320
152,5340
153,5367
154,5409
155,5543
156,5612
157,5666
158,5679
159,5684
160,5702
161,5707
162,5707
163,5727
164,5747
165,5759
166,6557
167,6624
168,6747
169,6759
170,6769
171,6777
172,6780
173,6781
174,6860
175,6863
176,6909
177,6971
178,6975
179,6986
180,6989
181,7003
182,7055
183,7057
184,7231
185,7399
186,7454
187,7499
188,7512
189,7518
190,7517
191,7555
192,7591
193,7681
194,7749
195,7768
196,7878
197,7913
198,7918
199,7949
200,7982
201,8032
202,8051
203,8060
204,8062
205,8065
206,8107
207,8176
208,8177
209,8178
210,8254
211,8538
212,8592
213,8618
214,8622
215,8627
216,8691
217,8766
218,8826
219,8826
220,8833
221,8849
222,8853
223,8885
224,8906
225,8948
226,8987
227,9086
228,9241
229,9318
230,9328
231,9343
232,9360
233,9369
234,9834
235,9851
236,9871
237,9904
238,9904
239,9909
240,9911
241,9940
242,9965
243,10066
244,10087
245,10167
246,10171
247,10258
248,10286
249,10313
250,10360
251,10369
252,10384
253,10508
254,10531
255,10619
256,10646
257,10740
258,10761
259,10815
260,10919
261,10988
262,11038
263,11042
264,11037
265,11209
266,11231
267,11353
268,11367
269,11399
270,11400
271,11484
272,11520
273,11644
274,11658
275,11676
276,11730
277,11797
278,11849
279,11853
280,11863
281,11900
282,11903
283,11947
284,12002
285,12018
286,12046
287,12152
288,12217
289,12250
290,12362
291,12410
292,12419
293,12656
294,12661
295,12664
296,12685
297,12722
298,12811
299,12842
300,12868
301,12893
302,12905
303,12978
304,13005
305,13056
306,13056
307,13084
308,13045
309,13047
310,13165
311,13271
312,13278
313,13280
314,13293
315,13600
316,13585
317,13670
318,13672
319,13691
320,13904
321,13947
322,14009
323,14034
324,13994
325,14015
326,14075
